ambient_temp,humidity,body_temp,duration,hour,heat_index,temp_humidity_stress,body_temp_deviation,time_of_day,wbgt,feels_like_delta,body_heat_ratio,rh_temp_product,cooling_capacity,is_afternoon,city,activity_level,risk_label
31.84,46.3,38.25,94.9,0,33.25,14.742,1.25,3,25.78,1.41,1.2013,1474.2,53.7,0,Ahmedabad,Moderate Work,Moderate Risk
28.91,25.19,36.35,20.3,9,27.56,7.282,-0.65,0,20.19,-1.35,1.2574,728.2,74.8,0,Delhi,Rest,Low Risk
27.29,51.71,36.45,28.8,14,27.82,14.112,-0.55,1,22.36,0.53,1.3357,1411.2,48.3,1,Hyderabad,Rest,Low Risk
27.64,25.97,36.55,25.1,11,26.68,7.178,-0.45,0,19.29,-0.96,1.3224,717.8,74.0,1,Hyderabad,Light Work,Low Risk
30.94,52.51,38.42,31.1,17,33.02,16.247,1.42,2,25.77,2.08,1.2418,1624.7,47.5,0,Mumbai,Heavy Work,Moderate Risk
34.9,45.51,37.7,27.3,9,38.8,15.883,0.7,0,28.39,3.9,1.0802,1588.3,54.5,0,Kolkata,Rest,Moderate Risk
37.88,41.46,37.9,101.1,22,43.82,15.705,0.9,3,30.4,5.94,1.0005,1570.5,58.5,0,Jaipur,Heavy Work,High Risk
34.93,63.55,39.76,131.5,22,46.6,22.198,2.76,3,30.82,11.67,1.1383,2219.8,36.5,0,Mumbai,Light Work,High Risk
48.73,71.99,41.78,110.6,18,65.0,35.081,4.78,2,40.0,16.27,0.8574,3508.1,28.0,0,Pune,Rest,Critical Risk
37.12,47.76,39.99,97.8,23,44.97,17.729,2.99,3,30.7,7.85,1.0773,1772.9,52.2,0,Jaipur,Rest,High Risk
36.63,43.01,39.3,175.9,23,41.63,15.755,2.3,3,29.55,5.0,1.0729,1575.5,57.0,0,Delhi,Light Work,High Risk
28.33,20.96,37.12,13.1,20,27.0,5.938,0.12,2,19.01,-1.33,1.3103,593.8,79.0,0,Pune,Rest,Low Risk
33.15,55.88,37.56,78.8,20,38.45,18.524,0.56,2,28.21,5.3,1.133,1852.4,44.1,0,Mumbai,Moderate Work,Moderate Risk
36.58,54.3,39.87,177.1,9,46.83,19.863,2.87,0,31.14,10.25,1.0899,1986.3,45.7,0,Nagpur,Rest,High Risk
31.37,56.77,37.19,101.7,14,34.81,17.809,0.19,1,26.68,3.44,1.1855,1780.9,43.2,1,Bhubaneswar,Heavy Work,Moderate Risk
34.8,47.39,38.14,43.1,13,39.24,16.492,1.14,1,28.57,4.44,1.096,1649.2,52.6,1,Chennai,Heavy Work,Moderate Risk
45.34,75.8,41.4,105.4,4,65.0,34.368,4.4,3,40.0,19.66,0.9131,3436.8,24.2,0,Delhi,Light Work,Critical Risk
44.6,86.09,41.98,117.2,18,65.0,38.396,4.98,2,40.0,20.4,0.9413,3839.6,13.9,0,Pune,Light Work,Critical Risk
34.76,60.59,38.54,134.3,5,44.62,21.061,1.54,0,30.29,9.86,1.1087,2106.1,39.4,0,Mumbai,Moderate Work,High Risk
38.13,42.83,38.31,63.5,17,45.09,16.331,1.31,2,30.84,6.96,1.0047,1633.1,57.2,0,Hyderabad,Light Work,High Risk
37.11,51.73,37.85,65.0,7,46.99,19.197,0.85,0,31.27,9.88,1.0199,1919.7,48.3,0,Bhubaneswar,Light Work,High Risk
36.26,54.63,37.92,141.1,1,46.07,19.809,0.92,3,30.9,9.81,1.0458,1980.9,45.4,0,Chennai,Light Work,High Risk
25.61,52.96,37.15,3.9,13,26.36,13.563,0.15,1,20.97,0.75,1.4506,1356.3,47.0,1,Hyderabad,Light Work,Low Risk
32.22,31.86,37.18,58.5,2,31.3,10.265,0.18,3,24.0,-0.92,1.1539,1026.5,68.1,0,Delhi,Heavy Work,Low Risk
24.14,59.52,36.27,22.2,9,25.36,14.368,-0.73,0,20.3,1.22,1.5025,1436.8,40.5,0,Nagpur,Moderate Work,Low Risk
36.23,49.74,38.56,173.7,5,43.61,18.021,1.56,0,30.19,7.38,1.0643,1802.1,50.3,0,Hyderabad,Moderate Work,High Risk
42.91,72.46,40.12,141.2,23,65.0,31.093,3.12,3,39.54,22.09,0.935,3109.3,27.5,0,Delhi,Moderate Work,Critical Risk
31.94,50.31,38.49,20.7,4,34.33,16.069,1.49,3,26.4,2.39,1.2051,1606.9,49.7,0,Mumbai,Heavy Work,Moderate Risk
43.73,74.13,41.48,80.4,13,65.0,32.417,4.48,1,40.0,21.27,0.9485,3241.7,25.9,1,Pune,Light Work,Critical Risk
40.72,88.0,40.29,118.3,23,65.0,35.834,3.29,3,39.4,24.28,0.9894,3583.4,12.0,0,Nagpur,Heavy Work,Critical Risk
35.17,59.91,39.77,147.7,22,45.52,21.07,2.77,3,30.59,10.35,1.1308,2107.0,40.1,0,Pune,Moderate Work,High Risk
34.64,51.26,38.07,76.1,2,40.31,17.756,1.07,3,28.96,5.67,1.099,1775.6,48.7,0,Chennai,Light Work,Moderate Risk
23.03,60.62,35.95,9.9,0,24.74,13.961,-1.05,3,19.38,1.71,1.561,1396.1,39.4,0,Hyderabad,Light Work,Low Risk
36.05,56.68,39.98,154.3,0,46.51,20.433,2.98,3,30.98,10.46,1.109,2043.3,43.3,0,Delhi,Rest,High Risk
38.4,36.61,38.98,130.0,2,42.79,14.058,1.98,3,30.04,4.39,1.0151,1405.8,63.4,0,Jaipur,Light Work,High Risk
30.89,59.92,38.3,66.4,21,34.59,18.509,1.3,3,26.61,3.7,1.2399,1850.9,40.1,0,Pune,Light Work,Moderate Risk
48.0,84.01,40.49,91.2,13,65.0,40.325,3.49,1,40.0,17.0,0.8435,4032.5,16.0,1,Hyderabad,Rest,Critical Risk
28.82,35.21,37.15,25.6,7,28.05,10.148,0.15,0,21.64,-0.77,1.289,1014.8,64.8,0,Pune,Moderate Work,Low Risk
30.39,68.79,38.27,41.7,5,35.69,20.905,1.27,0,27.15,5.3,1.2593,2090.5,31.2,0,Kolkata,Rest,Moderate Risk
30.83,55.12,38.16,33.9,5,33.38,16.993,1.16,0,25.99,2.55,1.2378,1699.3,44.9,0,Hyderabad,Rest,Moderate Risk
33.97,54.2,38.02,23.1,11,39.81,18.412,1.02,0,28.75,5.84,1.1192,1841.2,45.8,1,Pune,Heavy Work,Moderate Risk
30.95,45.89,37.68,38.5,1,31.78,14.203,0.68,3,24.94,0.83,1.2174,1420.3,54.1,0,Delhi,Light Work,Moderate Risk
37.38,37.6,38.82,139.1,21,41.06,14.055,1.82,3,29.33,3.68,1.0385,1405.5,62.4,0,Jaipur,Light Work,High Risk
41.36,70.09,40.03,164.9,5,65.0,28.989,3.03,0,37.74,23.64,0.9678,2898.9,29.9,0,Chennai,Rest,Critical Risk
26.54,45.06,36.33,11.6,23,26.77,11.959,-0.67,3,20.92,0.23,1.3689,1195.9,54.9,0,Bhubaneswar,Light Work,Low Risk
37.52,48.95,39.44,44.2,13,46.65,18.366,2.44,1,31.24,9.13,1.0512,1836.6,51.0,1,Jaipur,Rest,High Risk
43.82,76.28,41.12,116.4,15,65.0,33.426,4.12,1,40.0,21.18,0.9384,3342.6,23.7,1,Chennai,Heavy Work,Critical Risk
26.49,46.03,37.29,37.0,13,26.77,12.193,0.29,1,20.99,0.28,1.4077,1219.3,54.0,1,Hyderabad,Rest,Low Risk
29.64,75.12,38.0,24.7,22,35.36,22.266,1.0,3,27.12,5.72,1.2821,2226.6,24.9,0,Pune,Rest,Moderate Risk
36.35,44.25,38.15,149.3,5,41.5,16.085,1.15,0,29.49,5.15,1.0495,1608.5,55.8,0,Delhi,Rest,High Risk
50.06,50.25,39.48,107.5,1,65.0,25.155,2.48,3,40.0,14.94,0.7887,2515.5,49.8,0,Jaipur,Light Work,Critical Risk
46.56,80.17,40.38,174.6,1,65.0,37.327,3.38,3,40.0,18.44,0.8673,3732.7,19.8,0,Chennai,Heavy Work,Critical Risk
37.43,40.43,39.07,128.4,2,42.33,15.133,2.07,3,29.84,4.9,1.0438,1513.3,59.6,0,Jaipur,Rest,High Risk
36.02,56.24,39.6,117.1,22,46.2,20.258,2.6,3,30.89,10.18,1.0994,2025.8,43.8,0,Mumbai,Heavy Work,High Risk
48.21,62.98,41.49,113.7,20,65.0,30.363,4.49,2,40.0,16.79,0.8606,3036.3,37.0,0,Nagpur,Moderate Work,Critical Risk
33.04,45.21,37.69,86.0,23,35.07,14.937,0.69,3,26.7,2.03,1.1407,1493.7,54.8,0,Delhi,Light Work,Moderate Risk
34.53,44.32,37.45,3.6,16,37.64,15.304,0.45,1,27.89,3.11,1.0846,1530.4,55.7,1,Ahmedabad,Rest,Moderate Risk
35.35,38.04,38.07,47.3,17,37.27,13.447,1.07,2,27.66,1.92,1.0769,1344.7,62.0,0,Nagpur,Light Work,Moderate Risk
36.93,46.73,39.67,171.8,2,43.99,17.257,2.67,3,30.38,7.06,1.0742,1725.7,53.3,0,Ahmedabad,Rest,High Risk
29.26,64.99,37.26,37.1,23,32.35,19.016,0.26,3,25.67,3.09,1.2734,1901.6,35.0,0,Bhubaneswar,Light Work,Low Risk
39.7,38.97,39.68,89.3,20,46.93,15.471,2.68,2,31.57,7.23,0.9995,1547.1,61.0,0,Ahmedabad,Moderate Work,High Risk
32.4,34.05,36.31,38.8,7,31.84,11.032,-0.69,0,24.5,-0.56,1.1207,1103.2,66.0,0,Pune,Rest,Low Risk
49.88,67.55,40.9,122.4,16,65.0,33.694,3.9,1,40.0,15.12,0.82,3369.4,32.5,1,Bhubaneswar,Light Work,Critical Risk
33.75,23.01,36.03,56.0,7,31.99,7.766,-0.97,0,23.66,-1.76,1.0676,776.6,77.0,0,Delhi,Light Work,Low Risk
42.67,77.12,40.93,115.2,13,65.0,32.907,3.93,1,39.93,22.33,0.9592,3290.7,22.9,1,Pune,Moderate Work,Critical Risk
32.14,38.22,36.95,28.0,9,32.17,12.284,-0.05,0,24.92,0.03,1.1497,1228.4,61.8,0,Jaipur,Moderate Work,Low Risk
48.12,68.49,39.59,86.4,6,65.0,32.957,2.59,0,40.0,16.88,0.8227,3295.7,31.5,0,Mumbai,Rest,Critical Risk
31.4,48.71,37.25,56.6,10,33.02,15.295,0.25,0,25.7,1.62,1.1863,1529.5,51.3,0,Pune,Heavy Work,Moderate Risk
26.68,33.48,36.44,39.6,19,26.36,8.932,-0.56,2,19.59,-0.32,1.3658,893.2,66.5,0,Bhubaneswar,Rest,Low Risk
24.81,20.19,36.57,9.3,19,24.87,5.009,-0.43,2,16.13,0.06,1.474,500.9,79.8,0,Hyderabad,Heavy Work,Low Risk
25.74,41.12,36.98,54.1,10,26.09,10.584,-0.02,0,19.75,0.35,1.4367,1058.4,58.9,0,Pune,Rest,Low Risk
23.09,62.15,36.76,8.2,21,24.69,14.35,-0.24,3,19.59,1.6,1.592,1435.0,37.9,0,Pune,Light Work,Low Risk
41.6,69.51,40.32,161.4,9,65.0,28.916,3.32,0,37.9,23.4,0.9692,2891.6,30.5,0,Pune,Light Work,Critical Risk
31.94,48.38,37.62,82.8,21,33.88,15.453,0.62,3,26.15,1.94,1.1778,1545.3,51.6,0,Hyderabad,Heavy Work,Moderate Risk
35.63,50.77,38.33,124.8,19,42.54,18.089,1.33,2,29.79,6.91,1.0758,1808.9,49.2,0,Hyderabad,Light Work,High Risk
41.48,58.5,39.79,78.5,13,65.0,24.266,2.79,1,36.24,23.52,0.9593,2426.6,41.5,1,Delhi,Rest,Critical Risk
29.37,22.82,36.77,4.0,4,27.83,6.702,-0.23,3,20.16,-1.54,1.252,670.2,77.2,0,Mumbai,Heavy Work,Low Risk
36.78,52.14,39.68,83.1,19,46.27,19.177,2.68,2,31.03,9.49,1.0788,1917.7,47.9,0,Jaipur,Light Work,High Risk
31.28,52.5,38.45,32.7,22,33.63,16.422,1.45,3,26.08,2.35,1.2292,1642.2,47.5,0,Chennai,Moderate Work,Moderate Risk
34.81,56.17,39.93,60.2,22,42.75,19.553,2.93,3,29.77,7.94,1.1471,1955.3,43.8,0,Mumbai,Rest,High Risk
37.23,49.29,38.87,82.8,5,46.04,18.351,1.87,0,31.02,8.81,1.0441,1835.1,50.7,0,Jaipur,Rest,High Risk
26.74,25.42,36.71,53.5,9,26.1,6.797,-0.29,0,18.48,-0.64,1.3728,679.7,74.6,0,Delhi,Heavy Work,Low Risk
45.4,60.57,41.06,96.0,21,65.0,27.499,4.06,3,40.0,19.6,0.9044,2749.9,39.4,0,Delhi,Light Work,Critical Risk
33.88,42.44,37.87,110.6,5,35.86,14.379,0.87,0,27.05,1.98,1.1178,1437.9,57.6,0,Delhi,Moderate Work,Moderate Risk
28.94,21.99,35.97,18.5,13,27.47,6.364,-1.03,1,19.67,-1.47,1.2429,636.4,78.0,1,Delhi,Light Work,Low Risk
35.97,57.56,39.73,41.1,0,46.73,20.704,2.73,3,31.02,10.76,1.1045,2070.4,42.4,0,Kolkata,Light Work,High Risk
25.06,29.44,36.86,16.5,1,25.38,7.378,-0.14,3,17.69,0.32,1.4709,737.8,70.6,0,Kolkata,Heavy Work,Low Risk
25.86,44.5,37.49,16.5,14,26.27,11.508,0.49,1,20.25,0.41,1.4497,1150.8,55.5,1,Delhi,Heavy Work,Low Risk
24.36,52.48,37.17,14.7,18,25.55,12.784,0.17,2,19.78,1.19,1.5259,1278.4,47.5,0,Kolkata,Moderate Work,Low Risk
36.72,48.57,38.86,91.4,17,44.32,17.835,1.86,2,30.46,7.6,1.0583,1783.5,51.4,0,Ahmedabad,Moderate Work,High Risk
40.87,70.86,39.93,109.5,12,65.0,28.96,2.93,1,37.38,24.13,0.977,2896.0,29.1,1,Chennai,Light Work,Critical Risk
37.98,44.16,39.38,127.5,22,45.38,16.772,2.38,3,30.92,7.4,1.0369,1677.2,55.8,0,Ahmedabad,Moderate Work,High Risk
37.77,48.21,38.52,60.1,5,46.94,18.209,1.52,0,31.35,9.17,1.0199,1820.9,51.8,0,Delhi,Moderate Work,High Risk
35.02,58.34,38.56,69.2,22,44.32,20.431,1.56,3,30.25,9.3,1.1011,2043.1,41.7,0,Ahmedabad,Moderate Work,High Risk
47.45,79.69,39.88,160.8,11,65.0,37.813,2.88,0,40.0,17.55,0.8405,3781.3,20.3,1,Mumbai,Light Work,Critical Risk
35.54,57.06,39.96,67.8,4,45.21,20.279,2.96,3,30.56,9.67,1.1244,2027.9,42.9,0,Ahmedabad,Moderate Work,High Risk
33.94,58.81,39.71,43.5,12,41.52,19.96,2.71,1,29.31,7.58,1.17,1996.0,41.2,1,Mumbai,Rest,High Risk
33.4,32.21,36.37,31.1,21,32.86,10.758,-0.63,3,25.05,-0.54,1.0889,1075.8,67.8,0,Bhubaneswar,Rest,Low Risk
42.24,88.79,39.56,92.7,22,65.0,37.505,2.56,3,40.0,22.76,0.9366,3750.5,11.2,0,Chennai,Rest,Critical Risk
36.03,51.04,38.27,97.1,23,43.69,18.39,1.27,3,30.19,7.66,1.0622,1839.0,49.0,0,Hyderabad,Rest,High Risk
31.85,69.45,37.5,120.0,10,39.78,22.12,0.5,0,28.62,7.93,1.1774,2212.0,30.5,0,Ahmedabad,Light Work,Moderate Risk
36.82,49.36,38.43,125.9,6,44.97,18.174,1.43,0,30.67,8.15,1.0437,1817.4,50.6,0,Ahmedabad,Rest,High Risk
36.46,45.39,38.28,56.2,13,42.24,16.549,1.28,1,29.76,5.78,1.0499,1654.9,54.6,1,Ahmedabad,Light Work,High Risk
33.14,51.4,38.0,21.1,5,36.99,17.034,1.0,0,27.62,3.85,1.1467,1703.4,48.6,0,Ahmedabad,Light Work,Moderate Risk
36.22,51.48,39.54,53.3,14,44.4,18.646,2.54,1,30.43,8.18,1.0917,1864.6,48.5,1,Pune,Light Work,High Risk
36.77,40.06,37.28,18.2,2,40.75,14.73,0.28,3,29.21,3.98,1.0139,1473.0,59.9,0,Ahmedabad,Light Work,Moderate Risk
36.47,48.8,39.45,90.7,8,43.79,17.797,2.45,0,30.27,7.32,1.0817,1779.7,51.2,0,Kolkata,Light Work,High Risk
35.84,56.05,39.3,158.0,8,45.58,20.088,2.3,0,30.7,9.74,1.0965,2008.8,44.0,0,Bhubaneswar,Heavy Work,High Risk
38.5,39.68,39.48,99.3,5,44.43,15.277,2.48,0,30.65,5.93,1.0255,1527.7,60.3,0,Delhi,Moderate Work,High Risk
24.9,26.25,35.86,45.9,0,25.19,6.536,-1.14,3,17.12,0.29,1.4402,653.6,73.8,0,Delhi,Light Work,Low Risk
45.26,90.22,40.91,108.7,5,65.0,40.834,3.91,0,40.0,19.74,0.9039,4083.4,9.8,0,Nagpur,Moderate Work,Critical Risk
36.98,39.25,38.45,177.5,19,40.87,14.515,1.45,2,29.26,3.89,1.0398,1451.5,60.8,0,Ahmedabad,Heavy Work,High Risk
44.12,69.25,40.19,158.5,3,65.0,30.553,3.19,3,40.0,20.88,0.9109,3055.3,30.8,0,Ahmedabad,Moderate Work,Critical Risk
35.52,54.11,39.71,58.8,6,43.75,19.22,2.71,0,30.15,8.23,1.118,1922.0,45.9,0,Mumbai,Moderate Work,High Risk
37.03,42.97,37.78,45.8,17,42.52,15.912,0.78,2,29.9,5.49,1.0203,1591.2,57.0,0,Jaipur,Light Work,High Risk
25.06,26.59,36.65,39.8,22,25.27,6.663,-0.35,3,17.29,0.21,1.4625,666.3,73.4,0,Bhubaneswar,Heavy Work,Low Risk
32.48,33.14,36.09,47.2,22,31.8,10.764,-0.91,3,24.43,-0.68,1.1111,1076.4,66.9,0,Mumbai,Light Work,Low Risk
22.91,58.2,36.86,45.9,2,24.81,13.334,-0.14,3,19.03,1.9,1.6089,1333.4,41.8,0,Kolkata,Heavy Work,Low Risk
37.26,46.0,38.77,134.4,10,44.47,17.14,1.77,0,30.56,7.21,1.0405,1714.0,54.0,0,Jaipur,Moderate Work,High Risk
37.34,43.54,39.11,37.3,9,43.51,16.258,2.11,0,30.26,6.17,1.0474,1625.8,56.5,0,Jaipur,Light Work,High Risk
35.15,54.06,38.31,172.7,15,42.73,19.002,1.31,1,29.8,7.58,1.0899,1900.2,45.9,1,Mumbai,Moderate Work,High Risk
35.43,46.24,38.19,87.3,3,40.21,16.383,1.19,3,28.97,4.78,1.0779,1638.3,53.8,0,Hyderabad,Heavy Work,Moderate Risk
35.8,34.91,38.88,80.1,13,37.15,12.498,1.88,1,27.53,1.35,1.086,1249.8,65.1,1,Jaipur,Light Work,High Risk
49.79,61.37,40.39,106.6,8,65.0,30.556,3.39,0,40.0,15.21,0.8112,3055.6,38.6,0,Jaipur,Rest,Critical Risk
33.49,53.38,37.57,19.1,14,38.39,17.877,0.57,1,28.2,4.9,1.1218,1787.7,46.6,1,Delhi,Heavy Work,Moderate Risk
37.78,40.9,39.13,111.2,7,43.33,15.452,2.13,0,30.22,5.55,1.0357,1545.2,59.1,0,Jaipur,Light Work,High Risk
36.01,49.95,39.16,175.0,21,43.14,17.987,2.16,3,30.02,7.13,1.0875,1798.7,50.0,0,Pune,Rest,High Risk
32.55,54.38,38.38,79.7,11,36.63,17.701,1.38,0,27.47,4.08,1.1791,1770.1,45.6,1,Mumbai,Heavy Work,Moderate Risk
48.4,54.0,41.62,159.7,2,65.0,26.136,4.62,3,40.0,16.6,0.8599,2613.6,46.0,0,Ahmedabad,Rest,Critical Risk
48.5,55.68,41.84,154.7,4,65.0,27.005,4.84,3,40.0,16.5,0.8627,2700.5,44.3,0,Delhi,Rest,Critical Risk
48.6,78.07,41.34,88.2,0,65.0,37.942,4.34,3,40.0,16.4,0.8506,3794.2,21.9,0,Mumbai,Rest,Critical Risk
31.13,58.73,37.51,39.2,3,34.8,18.283,0.51,3,26.7,3.67,1.2049,1828.3,41.3,0,Jaipur,Rest,Moderate Risk
32.75,57.65,37.53,5.5,21,38.1,18.88,0.53,3,28.06,5.35,1.146,1888.0,42.4,0,Kolkata,Rest,Moderate Risk
49.01,63.81,40.72,91.3,15,65.0,31.273,3.72,1,40.0,15.99,0.8309,3127.3,36.2,1,Mumbai,Moderate Work,Critical Risk
24.69,46.82,36.76,25.8,4,25.68,11.56,-0.24,3,19.47,0.99,1.4889,1156.0,53.2,0,Ahmedabad,Moderate Work,Low Risk
34.34,50.56,38.32,18.7,1,39.35,17.362,1.32,3,28.6,5.01,1.1159,1736.2,49.4,0,Chennai,Moderate Work,Moderate Risk
35.98,40.72,37.84,82.3,11,39.36,14.651,0.84,0,28.62,3.38,1.0517,1465.1,59.3,1,Nagpur,Moderate Work,Moderate Risk
47.07,86.61,40.86,120.8,1,65.0,40.767,3.86,3,40.0,17.93,0.8681,4076.7,13.4,0,Mumbai,Moderate Work,Critical Risk
27.0,14.68,36.55,11.3,17,25.95,3.964,-0.45,2,16.81,-1.05,1.3537,396.4,85.3,0,Delhi,Rest,Low Risk
28.57,30.18,35.9,4.2,5,27.54,8.622,-1.1,0,20.7,-1.03,1.2566,862.2,69.8,0,Bhubaneswar,Rest,Low Risk
39.35,38.45,39.63,145.3,4,45.81,15.13,2.63,3,31.17,6.46,1.0071,1513.0,61.5,0,Jaipur,Heavy Work,High Risk
27.56,14.0,36.67,35.0,15,26.32,3.858,-0.33,1,17.08,-1.24,1.3306,385.8,86.0,1,Ahmedabad,Rest,Low Risk
41.24,75.67,42.05,108.3,11,65.0,31.206,5.05,0,38.36,23.76,1.0196,3120.6,24.3,1,Jaipur,Light Work,Critical Risk
32.24,60.73,38.17,22.2,15,37.87,19.579,1.17,1,27.97,5.63,1.1839,1957.9,39.3,1,Delhi,Rest,Moderate Risk
34.12,42.7,37.6,65.7,1,36.37,14.569,0.6,3,27.3,2.25,1.102,1456.9,57.3,0,Bhubaneswar,Light Work,Moderate Risk
38.57,39.36,38.69,58.3,12,44.43,15.181,1.69,1,30.66,5.86,1.0031,1518.1,60.6,1,Delhi,Light Work,High Risk
24.21,44.57,37.4,25.4,9,25.45,10.79,0.4,0,18.8,1.24,1.5448,1079.0,55.4,0,Ahmedabad,Heavy Work,Low Risk
36.18,48.75,38.26,171.3,18,43.03,17.638,1.26,2,30.0,6.85,1.0575,1763.8,51.2,0,Nagpur,Rest,High Risk
31.43,52.94,37.43,96.6,21,34.0,16.639,0.43,3,26.27,2.57,1.1909,1663.9,47.1,0,Jaipur,Light Work,Moderate Risk
35.97,51.97,39.62,112.1,11,43.96,18.694,2.62,0,30.27,7.99,1.1015,1869.4,48.0,1,Ahmedabad,Rest,High Risk
35.5,47.73,39.81,72.4,1,40.95,16.944,2.81,3,29.25,5.45,1.1214,1694.4,52.3,0,Chennai,Light Work,High Risk
44.16,78.23,39.92,132.0,17,65.0,34.546,2.92,2,40.0,20.84,0.904,3454.6,21.8,0,Bhubaneswar,Rest,Critical Risk
27.55,72.27,35.98,12.4,18,30.07,19.91,-1.02,2,24.82,2.52,1.306,1991.0,27.7,0,Mumbai,Light Work,Low Risk
32.1,16.28,37.21,23.4,7,29.91,5.226,0.21,0,20.96,-2.19,1.1592,522.6,83.7,0,Ahmedabad,Light Work,Low Risk
37.76,46.98,38.54,60.2,18,46.26,17.74,1.54,2,31.16,8.5,1.0207,1774.0,53.0,0,Nagpur,Moderate Work,High Risk
41.16,96.72,41.14,89.5,12,65.0,39.81,4.14,1,40.0,23.84,0.9995,3981.0,3.3,1,Pune,Heavy Work,Critical Risk
42.76,98.0,40.58,124.3,18,65.0,41.905,3.58,2,40.0,22.24,0.949,4190.5,2.0,0,Kolkata,Rest,Critical Risk
46.92,74.15,40.87,156.9,10,65.0,34.791,3.87,0,40.0,18.08,0.8711,3479.1,25.8,0,Hyderabad,Rest,Critical Risk
31.74,50.12,35.95,7.0,11,33.92,15.908,-1.05,0,26.19,2.18,1.1326,1590.8,49.9,1,Nagpur,Rest,Low Risk
34.62,50.05,37.74,7.6,8,39.81,17.327,0.74,0,28.78,5.19,1.0901,1732.7,50.0,0,Mumbai,Rest,Moderate Risk
44.67,85.67,40.16,168.4,18,65.0,38.269,3.16,2,40.0,20.33,0.899,3826.9,14.3,0,Nagpur,Rest,Critical Risk
34.14,52.72,38.46,88.3,10,39.67,17.999,1.46,0,28.71,5.53,1.1265,1799.9,47.3,0,Hyderabad,Light Work,Moderate Risk
37.72,47.77,38.0,142.4,13,46.57,18.019,1.0,1,31.24,8.85,1.0074,1801.9,52.2,1,Jaipur,Light Work,High Risk
28.72,46.81,36.96,26.5,12,28.96,13.444,-0.04,1,23.07,0.24,1.2869,1344.4,53.2,1,Jaipur,Light Work,Low Risk
42.6,79.4,40.02,99.8,8,65.0,33.824,3.02,0,40.0,22.4,0.9394,3382.4,20.6,0,Jaipur,Moderate Work,Critical Risk
45.2,82.16,41.9,127.2,0,65.0,37.136,4.9,3,40.0,19.8,0.927,3713.6,17.8,0,Kolkata,Moderate Work,Critical Risk
35.21,43.94,39.4,140.3,21,38.9,15.471,2.4,3,28.44,3.69,1.119,1547.1,56.1,0,Pune,Rest,High Risk
36.43,55.36,38.75,165.9,8,46.95,20.168,1.75,0,31.15,10.52,1.0637,2016.8,44.6,0,Bhubaneswar,Heavy Work,High Risk
29.89,58.11,36.14,31.3,12,32.26,17.369,-0.86,1,25.48,2.37,1.2091,1736.9,41.9,1,Pune,Moderate Work,Low Risk
32.97,59.47,37.09,83.5,22,39.25,19.607,0.09,3,28.49,6.28,1.125,1960.7,40.5,0,Chennai,Rest,Moderate Risk
31.65,61.9,37.82,34.7,2,36.82,19.591,0.82,3,27.55,5.17,1.1949,1959.1,38.1,0,Chennai,Light Work,Moderate Risk
31.93,45.54,38.33,65.4,10,33.24,14.541,1.33,0,25.76,1.31,1.2004,1454.1,54.5,0,Nagpur,Light Work,Moderate Risk
24.71,35.81,36.4,49.8,17,25.45,8.849,-0.6,2,18.21,0.74,1.4731,884.9,64.2,0,Delhi,Heavy Work,Low Risk
32.1,55.81,37.58,97.0,12,36.07,17.915,0.58,1,27.24,3.97,1.1707,1791.5,44.2,1,Mumbai,Moderate Work,Moderate Risk
27.6,20.69,37.06,36.2,11,26.49,5.71,0.06,0,18.39,-1.11,1.3428,571.0,79.3,1,Ahmedabad,Heavy Work,Low Risk
37.09,43.03,38.58,70.3,12,42.69,15.96,1.58,1,29.96,5.6,1.0402,1596.0,57.0,1,Ahmedabad,Moderate Work,High Risk
34.47,51.05,39.04,70.7,5,39.83,17.597,2.04,0,28.78,5.36,1.1326,1759.7,49.0,0,Mumbai,Rest,High Risk
48.87,67.92,40.24,170.7,8,65.0,33.193,3.24,0,40.0,16.13,0.8234,3319.3,32.1,0,Nagpur,Light Work,Critical Risk
27.12,44.97,36.07,46.1,21,27.22,12.196,-0.93,3,21.42,0.1,1.33,1219.6,55.0,0,Mumbai,Moderate Work,Low Risk
47.15,72.2,41.08,127.0,14,65.0,34.042,4.08,1,40.0,17.85,0.8713,3404.2,27.8,1,Ahmedabad,Light Work,Critical Risk
46.24,72.01,40.29,133.3,17,65.0,33.297,3.29,2,40.0,18.76,0.8713,3329.7,28.0,0,Ahmedabad,Rest,Critical Risk
24.5,67.92,37.26,40.8,3,25.47,16.64,0.26,3,21.48,0.97,1.5208,1664.0,32.1,0,Mumbai,Rest,Low Risk
34.98,50.32,38.85,154.4,19,40.75,17.602,1.85,2,29.14,5.77,1.1106,1760.2,49.7,0,Chennai,Light Work,High Risk
31.36,62.7,37.25,64.8,11,36.37,19.663,0.25,0,27.38,5.01,1.1878,1966.3,37.3,1,Ahmedabad,Rest,Moderate Risk
31.66,22.82,36.21,50.3,5,29.82,7.225,-0.79,0,21.97,-1.84,1.1437,722.5,77.2,0,Nagpur,Light Work,Low Risk
26.34,46.16,37.24,34.5,16,26.67,12.159,0.24,1,20.87,0.33,1.4138,1215.9,53.8,1,Jaipur,Rest,Low Risk
37.6,28.76,38.07,0.7,20,38.37,10.814,1.07,2,27.91,0.77,1.0125,1081.4,71.2,0,Jaipur,Heavy Work,Moderate Risk
